CustomerID,Country,CountryIndex,RecencyDays,Frequency,Monetary,LastPurchaseTS,PurchaseHour,PurchaseMonth,DayOfWeek,is_weekend
13136,United Kingdom,0.0,56,13,6220.92,2011-10-14T13:41:00.000+03:00,13,10,6,1
17705,United Kingdom,0.0,3,11,2028.22,2011-12-06T13:45:00.000+03:00,13,12,3,0
16357,United Kingdom,0.0,33,4,868.37,2011-11-06T16:04:00.000+03:00,16,11,1,0
14796,United Kingdom,0.0,1,27,9615.11,2011-12-08T15:31:00.000+03:00,15,12,5,0
15555,United Kingdom,0.0,12,36,10701.79,2011-11-27T16:19:00.000+03:00,16,11,1,0
12733,USA,18.0,234,4,2340.27,2011-04-19T16:19:00.000+03:00,16,4,3,0
13536,United Kingdom,0.0,1,7,2773.96,2011-12-08T16:38:00.000+03:00,16,12,5,0
18102,United Kingdom,0.0,1,27,10068.07,2011-12-08T18:25:00.000+03:00,18,12,5,0
14628,United Kingdom,0.0,91,5,1933.2,2011-09-09T14:58:00.000+03:00,14,9,6,1
14722,United Kingdom,0.0,147,3,489.52,2011-07-15T14:58:00.000+03:00,14,7,6,1
14167,United Kingdom,0.0,39,8,1274.29,2011-10-31T14:29:00.000+03:00,14,10,2,0
15859,United Kingdom,0.0,432,1,438.46,2010-10-03T12:52:00.000+03:00,12,10,1,0
14275,United Kingdom,0.0,395,5,237.98,2010-11-09T09:06:00.000+03:00,9,11,3,0
13239,United Kingdom,0.0,261,5,1534.07,2011-03-23T10:25:00.000+03:00,10,3,4,0
13649,United Kingdom,0.0,256,6,1433.52,2011-03-28T11:51:00.000+03:00,11,3,2,0
14309,United Kingdom,0.0,8,11,3328.77,2011-12-01T13:33:00.000+03:00,13,12,5,0
13051,United Kingdom,0.0,578,1,80.8,2010-05-10T09:14:00.000+03:00,9,5,2,0
14079,United Kingdom,0.0,124,2,432.73,2011-08-07T12:10:00.000+03:00,12,8,1,0
12573,France,2.0,227,5,641.45,2011-04-26T15:52:00.000+03:00,15,4,3,0
17210,United Kingdom,0.0,392,1,244.16,2010-11-12T12:15:00.000+03:00,12,11,6,1
17147,United Kingdom,0.0,22,9,3121.23,2011-11-17T12:32:00.000+03:00,12,11,5,0
14498,United Kingdom,0.0,42,10,3528.11,2011-10-28T12:09:00.000+03:00,12,10,6,1
16523,United Kingdom,0.0,1,28,9692.65,2011-12-08T09:06:00.000+03:00,9,12,5,0
16153,United Kingdom,0.0,49,11,3980.71,2011-10-21T10:50:00.000+03:00,10,10,6,1
13359,United Kingdom,0.0,63,2,1043.31,2011-10-07T09:30:00.000+03:00,9,10,6,1
14901,United Kingdom,0.0,11,12,1868.12,2011-11-28T17:09:00.000+03:00,17,11,2,0
14615,United Kingdom,0.0,394,5,951.76,2010-11-10T13:36:00.000+03:00,13,11,4,0
17700,United Kingdom,0.0,16,14,5717.21,2011-11-23T11:51:00.000+03:00,11,11,4,0
13042,United Kingdom,0.0,598,3,1457.39,2010-04-20T13:43:00.000+03:00,13,4,3,0
14890,United Kingdom,0.0,253,3,810.95,2011-03-31T11:57:00.000+03:00,11,3,5,0
16425,United Kingdom,0.0,302,1,302.7,2011-02-10T14:30:00.000+03:00,14,2,5,0
12711,Germany,1.0,611,2,1233.45,2010-04-07T11:59:00.000+03:00,11,4,4,0
17961,United Kingdom,0.0,21,100,2821.38,2011-11-18T16:55:00.000+03:00,16,11,6,1
16112,United Kingdom,0.0,143,2,100.7,2011-07-19T14:28:00.000+03:00,14,7,3,0
16750,United Kingdom,0.0,44,5,623.93,2011-10-26T12:48:00.000+03:00,12,10,4,0
14127,United Kingdom,0.0,122,6,1900.08,2011-08-09T10:49:00.000+03:00,10,8,3,0
13018,United Kingdom,0.0,16,35,9384.68,2011-11-23T13:28:00.000+03:00,13,11,4,0
16209,United Kingdom,0.0,88,7,1159.68,2011-09-12T11:58:00.000+03:00,11,9,2,0
16592,United Kingdom,0.0,4,28,7434.01,2011-12-05T13:49:00.000+03:00,13,12,2,0
17300,United Kingdom,0.0,390,2,232.44,2010-11-14T10:56:00.000+03:00,10,11,1,0
17917,United Kingdom,0.0,45,3,335.03,2011-10-25T13:20:00.000+03:00,13,10,3,0
15812,United Kingdom,0.0,107,11,1510.75,2011-08-24T14:19:00.000+03:00,14,8,4,0
13822,United Kingdom,0.0,5,2,504.1,2011-12-04T12:13:00.000+03:00,12,12,1,0
17651,United Kingdom,0.0,11,16,5432.9,2011-11-28T10:29:00.000+03:00,10,11,2,0
14292,United Kingdom,0.0,7,15,4582.81,2011-12-02T11:50:00.000+03:00,11,12,6,1
16833,United Kingdom,0.0,1,6,2312.44,2011-12-08T14:39:00.000+03:00,14,12,5,0
16145,United Kingdom,0.0,8,19,6301.26,2011-12-01T10:33:00.000+03:00,10,12,5,0
13534,United Kingdom,0.0,2,35,7662.4,2011-12-07T14:52:00.000+03:00,14,12,4,0
17323,United Kingdom,0.0,15,12,1551.04,2011-11-24T17:29:00.000+03:00,17,11,5,0
13999,United Kingdom,0.0,10,29,8817.82,2011-11-29T13:40:00.000+03:00,13,11,3,0
15580,United Kingdom,0.0,376,8,1375.39,2010-11-28T11:00:00.000+03:00,11,11,1,0
14221,United Kingdom,0.0,42,17,6277.73,2011-10-28T13:42:00.000+03:00,13,10,6,1
15622,United Kingdom,0.0,43,17,7743.37,2011-10-27T16:44:00.000+03:00,16,10,5,0
16469,United Kingdom,0.0,23,5,803.9,2011-11-16T12:25:00.000+03:00,12,11,4,0
15445,United Kingdom,0.0,264,2,284.5,2011-03-20T15:06:00.000+03:00,15,3,1,0
17432,United Kingdom,0.0,18,9,1728.99,2011-11-21T17:33:00.000+03:00,17,11,2,0
12685,France,2.0,28,6,2849.4,2011-11-11T13:46:00.000+03:00,13,11,6,1
14186,United Kingdom,0.0,427,5,1460.99,2010-10-08T13:30:00.000+03:00,13,10,6,1
14524,United Kingdom,0.0,31,13,2902.3,2011-11-08T12:29:00.000+03:00,12,11,3,0
16817,United Kingdom,0.0,2,13,2471.06,2011-12-07T11:03:00.000+03:00,11,12,4,0
15815,United Kingdom,0.0,63,3,602.58,2011-10-07T12:42:00.000+03:00,12,10,6,1
12354,Spain,3.0,232,1,916.84,2011-04-21T13:11:00.000+03:00,13,4,5,0
14097,United Kingdom,0.0,481,2,422.86,2010-08-15T14:20:00.000+03:00,14,8,1,0
17071,United Kingdom,0.0,28,13,3565.87,2011-11-11T16:31:00.000+03:00,16,11,6,1
16748,United Kingdom,0.0,17,14,3637.33,2011-11-22T10:17:00.000+03:00,10,11,3,0
14454,United Kingdom,0.0,376,5,885.5,2010-11-28T13:26:00.000+03:00,13,11,1,0
13542,United Kingdom,0.0,376,17,3959.49,2010-11-28T11:24:00.000+03:00,11,11,1,0
17371,United Kingdom,0.0,17,6,617.87,2011-11-22T13:30:00.000+03:00,13,11,3,0
16660,United Kingdom,0.0,16,5,436.27,2011-11-23T14:53:00.000+03:00,14,11,4,0
15761,United Kingdom,0.0,442,1,143.05,2010-09-23T09:33:00.000+03:00,9,9,5,0
17913,United Kingdom,0.0,58,14,3375.93,2011-10-12T10:45:00.000+03:00,10,10,4,0
16197,United Kingdom,0.0,469,9,1841.51,2010-08-27T12:56:00.000+03:00,12,8,6,1
12760,Netherlands,6.0,455,1,347.8,2010-09-10T08:50:00.000+03:00,8,9,6,1
13019,United Kingdom,0.0,379,6,1229.95,2010-11-25T14:56:00.000+03:00,14,11,5,0
17428,United Kingdom,0.0,0,42,17427.58,2011-12-09T09:45:00.000+03:00,9,12,6,1
12468,Germany,1.0,187,5,2995.38,2011-06-05T11:36:00.000+03:00,11,6,1,0
14264,United Kingdom,0.0,154,6,1475.76,2011-07-08T10:20:00.000+03:00,10,7,6,1
14111,United Kingdom,0.0,14,3,78.3,2011-11-25T13:44:00.000+03:00,13,11,6,1
16199,United Kingdom,0.0,392,7,546.75,2010-11-12T12:55:00.000+03:00,12,11,6,1
12802,Netherlands,6.0,186,7,2248.1,2011-06-06T09:36:00.000+03:00,9,6,2,0
13157,United Kingdom,0.0,49,9,4777.94,2011-10-21T13:50:00.000+03:00,13,10,6,1
14315,United Kingdom,0.0,44,8,3004.62,2011-10-26T12:06:00.000+03:00,12,10,4,0
15957,United Kingdom,0.0,31,3,921.25,2011-11-08T12:14:00.000+03:00,12,11,3,0
16006,United Kingdom,0.0,211,2,332.82,2011-05-12T13:12:00.000+03:00,13,5,5,0
14193,United Kingdom,0.0,67,3,1125.75,2011-10-03T09:34:00.000+03:00,9,10,2,0
16907,United Kingdom,0.0,29,9,1470.89,2011-11-10T18:04:00.000+03:00,18,11,5,0
12901,United Kingdom,0.0,10,15,1315.35,2011-11-29T14:08:00.000+03:00,14,11,3,0
15351,United Kingdom,0.0,12,10,3349.1,2011-11-27T12:52:00.000+03:00,12,11,1,0
13447,United Kingdom,0.0,23,3,1129.14,2011-11-16T13:38:00.000+03:00,13,11,4,0
12591,Italy,9.0,317,3,1338.95,2011-01-26T14:35:00.000+03:00,14,1,4,0
13092,United Kingdom,0.0,70,12,2131.96,2011-09-30T11:18:00.000+03:00,11,9,6,1
14401,United Kingdom,0.0,4,22,5484.18,2011-12-05T13:30:00.000+03:00,13,12,2,0
18248,United Kingdom,0.0,122,2,783.14,2011-08-09T10:19:00.000+03:00,10,8,3,0
12853,United Kingdom,0.0,134,11,3534.3,2011-07-28T11:29:00.000+03:00,11,7,5,0
16322,United Kingdom,0.0,1,2,326.75,2011-12-08T15:41:00.000+03:00,15,12,5,0
14592,United Kingdom,0.0,35,3,557.94,2011-11-04T16:35:00.000+03:00,16,11,6,1
17508,Greece,22.0,280,8,3642.39,2011-03-04T08:10:00.000+03:00,8,3,6,1
14025,United Kingdom,0.0,464,8,3210.34,2010-09-01T10:11:00.000+03:00,10,9,4,0
16844,United Kingdom,0.0,562,2,614.34,2010-05-26T10:29:00.000+03:00,10,5,4,0
17368,United Kingdom,0.0,23,12,1288.59,2011-11-16T15:26:00.000+03:00,15,11,4,0
14344,United Kingdom,0.0,127,19,2801.95,2011-08-04T13:51:00.000+03:00,13,8,5,0
14865,United Kingdom,0.0,7,2,43.08,2011-12-02T16:25:00.000+03:00,16,12,6,1
17988,United Kingdom,0.0,11,14,489.54,2011-11-28T11:00:00.000+03:00,11,11,2,0
13956,United Kingdom,0.0,5,5,955.14,2011-12-04T13:20:00.000+03:00,13,12,1,0
17483,United Kingdom,0.0,65,4,591.73,2011-10-05T13:10:00.000+03:00,13,10,4,0
15150,United Kingdom,0.0,17,13,8692.94,2011-11-22T12:52:00.000+03:00,12,11,3,0
17677,United Kingdom,0.0,1,47,10910.38,2011-12-08T09:56:00.000+03:00,9,12,5,0
16401,United Kingdom,0.0,1,22,4366.87,2011-12-08T18:15:00.000+03:00,18,12,5,0
17242,United Kingdom,0.0,108,5,2234.94,2011-08-23T14:55:00.000+03:00,14,8,3,0
13643,United Kingdom,0.0,31,10,2156.77,2011-11-08T15:37:00.000+03:00,15,11,3,0
12842,United Kingdom,0.0,70,4,1129.51,2011-09-30T15:33:00.000+03:00,15,9,6,1
12456,Switzerland,7.0,44,3,2839.44,2011-10-26T14:41:00.000+03:00,14,10,4,0
17113,United Kingdom,0.0,574,6,2282.19,2010-05-14T13:59:00.000+03:00,13,5,6,1
17119,United Kingdom,0.0,3,2,588.19,2011-12-06T14:40:00.000+03:00,14,12,3,0
16164,United Kingdom,0.0,17,3,718.44,2011-11-22T15:04:00.000+03:00,15,11,3,0
13690,United Kingdom,0.0,59,1,172.25,2011-10-11T15:03:00.000+03:00,15,10,3,0
12879,United Kingdom,0.0,44,3,220.66,2011-10-26T12:24:00.000+03:00,12,10,4,0
13517,United Kingdom,0.0,59,3,2080.54,2011-10-11T11:43:00.000+03:00,11,10,3,0
15719,United Kingdom,0.0,32,31,10134.77,2011-11-07T12:29:00.000+03:00,12,11,2,0
18194,United Kingdom,0.0,541,2,521.4,2010-06-16T14:47:00.000+03:00,14,6,4,0
17238,United Kingdom,0.0,2,32,7284.21,2011-12-07T11:35:00.000+03:00,11,12,4,0
12682,France,2.0,3,52,21185.26,2011-12-06T10:00:00.000+03:00,10,12,3,0
12816,Poland,19.0,95,2,572.2,2011-09-05T12:41:00.000+03:00,12,9,2,0
15022,United Kingdom,0.0,11,5,955.12,2011-11-28T12:35:00.000+03:00,12,11,2,0
16114,United Kingdom,0.0,170,1,135.75,2011-06-22T10:13:00.000+03:00,10,6,4,0
18260,United Kingdom,0.0,172,23,8594.74,2011-06-20T12:37:00.000+03:00,12,6,2,0
15128,United Kingdom,0.0,60,5,1657.32,2011-10-10T13:54:00.000+03:00,13,10,2,0
13004,United Kingdom,0.0,11,36,11462.65,2011-11-28T11:27:00.000+03:00,11,11,2,0
12530,Germany,1.0,59,9,2884.24,2011-10-11T12:34:00.000+03:00,12,10,3,0
16916,United Kingdom,0.0,23,4,875.74,2011-11-16T12:08:00.000+03:00,12,11,4,0
13729,United Kingdom,0.0,435,3,698.33,2010-09-30T10:44:00.000+03:00,10,9,5,0
14661,United Kingdom,0.0,26,1,107.95,2011-11-13T11:51:00.000+03:00,11,11,1,0
13297,United Kingdom,0.0,7,7,2576.32,2011-12-02T09:32:00.000+03:00,9,12,6,1
17886,United Kingdom,0.0,31,6,1261.45,2011-11-08T10:09:00.000+03:00,10,11,3,0
16373,United Kingdom,0.0,382,2,309.49,2010-11-22T15:50:00.000+03:00,15,11,2,0
17800,United Kingdom,0.0,37,9,1004.81,2011-11-02T12:57:00.000+03:00,12,11,4,0
13133,United Kingdom,0.0,273,3,200.45,2011-03-11T10:31:00.000+03:00,10,3,6,1
15291,United Kingdom,0.0,25,33,8915.86,2011-11-14T11:02:00.000+03:00,11,11,2,0
17062,United Kingdom,0.0,313,6,882.91,2011-01-30T11:01:00.000+03:00,11,1,1,0
16270,United Kingdom,0.0,353,1,953.74,2010-12-21T14:26:00.000+03:00,14,12,3,0
16141,United Kingdom,0.0,88,2,955.94,2011-09-12T13:11:00.000+03:00,13,9,2,0
14204,United Kingdom,0.0,2,4,1018.53,2011-12-07T13:38:00.000+03:00,13,12,4,0
17861,United Kingdom,0.0,3,18,4639.51,2011-12-06T16:21:00.000+03:00,16,12,3,0
17435,United Kingdom,0.0,411,1,249.75,2010-10-24T13:55:00.000+03:00,13,10,1,0
16657,United Kingdom,0.0,9,4,794.21,2011-11-30T11:48:00.000+03:00,11,11,4,0
16043,United Kingdom,0.0,37,7,1533.79,2011-11-02T12:50:00.000+03:00,12,11,4,0
16096,United Kingdom,0.0,264,4,1584.97,2011-03-20T13:38:00.000+03:00,13,3,1,0
14940,United Kingdom,0.0,417,2,508.09,2010-10-18T10:47:00.000+03:00,10,10,2,0
14232,United Kingdom,0.0,42,5,1676.31,2011-10-28T11:09:00.000+03:00,11,10,6,1
15304,United Kingdom,0.0,60,9,796.4,2011-10-10T10:23:00.000+03:00,10,10,2,0
15369,United Kingdom,0.0,492,3,708.8,2010-08-04T13:54:00.000+03:00,13,8,4,0
17451,United Kingdom,0.0,1,7,1658.7,2011-12-08T15:02:00.000+03:00,15,12,5,0
14944,United Kingdom,0.0,29,19,7938.27,2011-11-10T09:10:00.000+03:00,9,11,5,0
16576,United Kingdom,0.0,420,2,540.87,2010-10-15T13:37:00.000+03:00,13,10,6,1
17883,United Kingdom,0.0,3,7,988.42,2011-12-06T17:49:00.000+03:00,17,12,3,0
12678,France,2.0,42,20,4525.92,2011-10-28T07:39:00.000+03:00,7,10,6,1
13595,United Kingdom,0.0,516,3,784.48,2010-07-11T12:36:00.000+03:00,12,7,1,0
13590,United Kingdom,0.0,11,18,5115.64,2011-11-28T12:54:00.000+03:00,12,11,2,0
13659,United Kingdom,0.0,205,12,4708.28,2011-05-18T12:37:00.000+03:00,12,5,4,0
12800,Portugal,5.0,470,3,584.25,2010-08-26T14:11:00.000+03:00,14,8,5,0
14414,United Kingdom,0.0,91,8,1855.97,2011-09-09T12:09:00.000+03:00,12,9,6,1
17888,United Kingdom,0.0,59,23,1506.44,2011-10-11T12:36:00.000+03:00,12,10,3,0
14958,United Kingdom,0.0,147,6,941.99,2011-07-15T14:20:00.000+03:00,14,7,6,1
13672,United Kingdom,0.0,301,3,419.92,2011-02-11T13:53:00.000+03:00,13,2,6,1
13995,United Kingdom,0.0,15,14,3867.87,2011-11-24T14:22:00.000+03:00,14,11,5,0
17613,United Kingdom,0.0,22,14,4354.47,2011-11-17T10:51:00.000+03:00,10,11,5,0
13820,United Kingdom,0.0,418,3,652.75,2010-10-17T13:46:00.000+03:00,13,10,1,0
16075,United Kingdom,0.0,502,2,736.93,2010-07-25T11:31:00.000+03:00,11,7,1,0
15808,United Kingdom,0.0,306,21,15301.47,2011-02-06T14:33:00.000+03:00,14,2,1,0
16548,United Kingdom,0.0,599,1,30.15,2010-04-19T16:15:00.000+03:00,16,4,2,0
13952,United Kingdom,0.0,217,14,10347.88,2011-05-06T09:00:00.000+03:00,9,5,6,1
14911,EIRE,21.0,1,395,240107.79,2011-12-08T15:54:00.000+03:00,15,12,5,0
18120,United Kingdom,0.0,214,1,111.15,2011-05-09T13:45:00.000+03:00,13,5,2,0
14651,United Kingdom,0.0,67,9,1847.32,2011-10-03T15:52:00.000+03:00,15,10,2,0
15208,United Kingdom,0.0,1,6,970.52,2011-12-08T17:24:00.000+03:00,17,12,5,0
16912,United Kingdom,0.0,28,15,4381.91,2011-11-11T12:18:00.000+03:00,12,11,6,1
16156,United Kingdom,0.0,8,19,5742.26,2011-12-01T12:42:00.000+03:00,12,12,5,0
17365,United Kingdom,0.0,12,15,7060.04,2011-11-27T12:13:00.000+03:00,12,11,1,0
17807,United Kingdom,0.0,395,3,407.27,2010-11-09T16:21:00.000+03:00,16,11,3,0
16099,United Kingdom,0.0,50,7,1305.6,2011-10-20T13:13:00.000+03:00,13,10,5,0
15569,United Kingdom,0.0,131,7,493.57,2011-07-31T10:38:00.000+03:00,10,7,1,0
14894,United Kingdom,0.0,85,3,1411.21,2011-09-15T13:51:00.000+03:00,13,9,5,0
13717,United Kingdom,0.0,32,8,1524.34,2011-11-07T14:13:00.000+03:00,14,11,2,0
13767,United Kingdom,0.0,2,72,22210.03,2011-12-07T15:00:00.000+03:00,15,12,4,0
17358,United Kingdom,0.0,303,5,861.01,2011-02-09T16:57:00.000+03:00,16,2,4,0
13802,United Kingdom,0.0,138,19,10247.83,2011-07-24T10:54:00.000+03:00,10,7,1,0
17931,United Kingdom,0.0,134,14,2593.9,2011-07-28T18:33:00.000+03:00,18,7,5,0
16707,United Kingdom,0.0,400,4,513.25,2010-11-04T14:39:00.000+03:00,14,11,5,0
16572,United Kingdom,0.0,127,3,1009.6,2011-08-04T16:34:00.000+03:00,16,8,5,0
18225,United Kingdom,0.0,3,26,10030.74,2011-12-06T13:27:00.000+03:00,13,12,3,0
14512,United Kingdom,0.0,187,7,1112.29,2011-06-05T12:39:00.000+03:00,12,6,1,0
12910,United Kingdom,0.0,23,13,3685.82,2011-11-16T14:28:00.000+03:00,14,11,4,0
16638,United Kingdom,0.0,22,15,2218.01,2011-11-17T11:09:00.000+03:00,11,11,5,0
12643,France,2.0,128,9,572.28,2011-08-03T12:56:00.000+03:00,12,8,4,0
14496,United Kingdom,0.0,311,7,2057.65,2011-02-01T09:01:00.000+03:00,9,2,3,0
15898,United Kingdom,0.0,1,25,4531.56,2011-12-08T15:23:00.000+03:00,15,12,5,0
14579,United Kingdom,0.0,432,1,105.56,2010-10-03T14:36:00.000+03:00,14,10,1,0
14276,United Kingdom,0.0,98,7,2102.68,2011-09-02T09:45:00.000+03:00,9,9,6,1
12747,United Kingdom,0.0,2,26,7058.58,2011-12-07T14:34:00.000+03:00,14,12,4,0
14544,United Kingdom,0.0,24,3,2093.47,2011-11-15T15:06:00.000+03:00,15,11,3,0
17954,United Kingdom,0.0,5,19,3621.02,2011-12-04T14:15:00.000+03:00,14,12,1,0
17372,United Kingdom,0.0,40,28,4315.39,2011-10-30T11:37:00.000+03:00,11,10,1,0
18085,United Kingdom,0.0,330,4,1341.85,2011-01-13T15:17:00.000+03:00,15,1,5,0
17115,United Kingdom,0.0,8,7,2701.73,2011-12-01T14:30:00.000+03:00,14,12,5,0
13295,United Kingdom,0.0,359,4,1078.57,2010-12-15T11:21:00.000+03:00,11,12,4,0
17609,United Kingdom,0.0,40,11,1740.96,2011-10-30T12:28:00.000+03:00,12,10,1,0
16287,United Kingdom,0.0,169,5,599.82,2011-06-23T09:08:00.000+03:00,9,6,5,0
13220,United Kingdom,0.0,78,5,1336.09,2011-09-22T13:38:00.000+03:00,13,9,5,0
16187,United Kingdom,0.0,31,15,5722.96,2011-11-08T09:50:00.000+03:00,9,11,3,0
13761,United Kingdom,0.0,50,6,1952.17,2011-10-20T14:01:00.000+03:00,14,10,5,0
14174,United Kingdom,0.0,33,1,134.46,2011-11-06T13:17:00.000+03:00,13,11,1,0
17511,United Kingdom,0.0,2,52,34393.87,2011-12-07T10:12:00.000+03:00,10,12,4,0
13266,United Kingdom,0.0,11,18,4132.3,2011-11-28T14:39:00.000+03:00,14,11,2,0
17419,United Kingdom,0.0,11,18,6058.65,2011-11-28T13:47:00.000+03:00,13,11,2,0
13617,United Kingdom,0.0,40,8,1249.11,2011-10-30T13:50:00.000+03:00,13,10,1,0
14970,United Kingdom,0.0,68,12,4324.35,2011-10-02T13:44:00.000+03:00,13,10,1,0
14314,United Kingdom,0.0,106,2,203.28,2011-08-25T10:39:00.000+03:00,10,8,5,0
13564,United Kingdom,0.0,144,37,16253.17,2011-07-18T14:33:00.000+03:00,14,7,2,0
15647,United Kingdom,0.0,415,1,169.0,2010-10-20T15:09:00.000+03:00,15,10,4,0
14555,United Kingdom,0.0,57,6,2141.55,2011-10-13T16:24:00.000+03:00,16,10,5,0
17048,United Kingdom,0.0,117,7,1832.16,2011-08-14T11:49:00.000+03:00,11,8,1,0
14584,United Kingdom,0.0,169,8,1738.16,2011-06-23T18:33:00.000+03:00,18,6,5,0
17504,United Kingdom,0.0,206,18,6734.63,2011-05-17T12:59:00.000+03:00,12,5,3,0
12567,France,2.0,22,15,11560.08,2011-11-17T11:02:00.000+03:00,11,11,5,0
17341,United Kingdom,0.0,156,5,1109.97,2011-07-06T12:33:00.000+03:00,12,7,4,0
12994,United Kingdom,0.0,4,3,974.42,2011-12-05T15:43:00.000+03:00,15,12,2,0
15626,United Kingdom,0.0,74,3,978.96,2011-09-26T10:03:00.000+03:00,10,9,2,0
16672,United Kingdom,0.0,2,17,5017.4,2011-12-07T16:29:00.000+03:00,16,12,4,0
13558,United Kingdom,0.0,5,4,594.52,2011-12-04T11:24:00.000+03:00,11,12,1,0
12415,Australia,10.0,24,19,12624.71,2011-11-15T10:32:00.000+03:00,10,11,3,0
15359,United Kingdom,0.0,662,8,181.35,2010-02-15T10:47:00.000+03:00,10,2,2,0
17633,United Kingdom,0.0,31,7,1982.39,2011-11-08T13:25:00.000+03:00,13,11,3,0
17799,United Kingdom,0.0,22,20,6176.27,2011-11-17T15:16:00.000+03:00,15,11,5,0
13882,United Kingdom,0.0,2,5,1010.69,2011-12-07T11:16:00.000+03:00,11,12,4,0
13747,United Kingdom,0.0,373,2,169.8,2010-12-01T10:37:00.000+03:00,10,12,4,0
13963,United Kingdom,0.0,308,17,2450.65,2011-02-04T14:43:00.000+03:00,14,2,6,1
16059,United Kingdom,0.0,65,12,3053.57,2011-10-05T09:56:00.000+03:00,9,10,4,0
12933,United Kingdom,0.0,24,8,1537.17,2011-11-15T16:38:00.000+03:00,16,11,3,0
15263,United Kingdom,0.0,106,1,156.51,2011-08-25T10:26:00.000+03:00,10,8,5,0
13411,United Kingdom,0.0,107,1,213.55,2011-08-24T13:57:00.000+03:00,13,8,4,0
16569,United Kingdom,0.0,3,5,586.87,2011-12-06T15:32:00.000+03:00,15,12,3,0
13689,United Kingdom,0.0,63,2,34.5,2011-10-07T13:21:00.000+03:00,13,10,6,1
17867,United Kingdom,0.0,30,13,635.17,2011-11-09T14:15:00.000+03:00,14,11,4,0
13191,United Kingdom,0.0,658,1,164.69,2010-02-19T17:02:00.000+03:00,17,2,6,1
17032,United Kingdom,0.0,547,8,2917.48,2010-06-10T12:16:00.000+03:00,12,6,5,0
13601,United Kingdom,0.0,45,4,1109.05,2011-10-25T17:31:00.000+03:00,17,10,3,0
14016,EIRE,21.0,161,11,10262.67,2011-07-01T11:29:00.000+03:00,11,7,6,1
17018,United Kingdom,0.0,40,6,2257.1,2011-10-30T11:42:00.000+03:00,11,10,1,0
16204,United Kingdom,0.0,23,3,883.07,2011-11-16T13:40:00.000+03:00,13,11,4,0
13691,United Kingdom,0.0,396,1,212.78,2010-11-08T17:34:00.000+03:00,17,11,2,0
17676,United Kingdom,0.0,4,10,2335.7,2011-12-05T15:16:00.000+03:00,15,12,2,0
12720,Germany,1.0,2,30,7422.6,2011-12-07T08:03:00.000+03:00,8,12,4,0
16338,United Kingdom,0.0,157,1,214.8,2011-07-05T13:56:00.000+03:00,13,7,3,0
14511,United Kingdom,0.0,11,5,1274.01,2011-11-28T17:05:00.000+03:00,17,11,2,0
14205,United Kingdom,0.0,16,9,2373.88,2011-11-23T10:55:00.000+03:00,10,11,4,0
16087,United Kingdom,0.0,409,2,128.16,2010-10-26T09:59:00.000+03:00,9,10,3,0
15819,United Kingdom,0.0,49,10,3724.43,2011-10-21T14:50:00.000+03:00,14,10,6,1
18156,United Kingdom,0.0,12,2,675.64,2011-11-27T12:24:00.000+03:00,12,11,1,0
14085,United Kingdom,0.0,2,33,9139.9,2011-12-07T13:46:00.000+03:00,13,12,4,0
16400,United Kingdom,0.0,94,9,2223.41,2011-09-06T12:27:00.000+03:00,12,9,3,0
17716,United Kingdom,0.0,29,21,11952.91,2011-11-10T15:59:00.000+03:00,15,11,5,0
14211,United Kingdom,0.0,53,18,3974.89,2011-10-17T13:23:00.000+03:00,13,10,2,0
15835,United Kingdom,0.0,44,4,954.09,2011-10-26T15:47:00.000+03:00,15,10,4,0
14689,United Kingdom,0.0,208,1,112.8,2011-05-15T11:22:00.000+03:00,11,5,1,0
12369,Austria,12.0,413,3,1611.83,2010-10-22T13:13:00.000+03:00,13,10,6,1
16319,United Kingdom,0.0,217,1,404.4,2011-05-06T11:27:00.000+03:00,11,5,6,1
14590,United Kingdom,0.0,424,20,2780.61,2010-10-11T12:06:00.000+03:00,12,10,2,0
17653,United Kingdom,0.0,36,4,751.32,2011-11-03T12:46:00.000+03:00,12,11,5,0
13422,United Kingdom,0.0,64,1,2574.1,2011-10-06T13:42:00.000+03:00,13,10,5,0
14692,United Kingdom,0.0,137,12,1512.34,2011-07-25T15:08:00.000+03:00,15,7,2,0
13230,United Kingdom,0.0,4,30,6004.99,2011-12-05T16:03:00.000+03:00,16,12,2,0
14895,United Kingdom,0.0,7,38,22533.28,2011-12-02T09:23:00.000+03:00,9,12,6,1
14656,United Kingdom,0.0,169,5,790.0,2011-06-23T13:51:00.000+03:00,13,6,5,0
13293,United Kingdom,0.0,392,6,1192.94,2010-11-12T13:28:00.000+03:00,13,11,6,1
12689,France,2.0,25,2,1247.61,2011-11-14T08:31:00.000+03:00,8,11,2,0
17463,United Kingdom,0.0,16,7,2535.26,2011-11-23T13:40:00.000+03:00,13,11,4,0
16812,United Kingdom,0.0,360,4,2313.88,2010-12-14T12:35:00.000+03:00,12,12,3,0
14851,United Kingdom,0.0,23,3,720.81,2011-11-16T14:20:00.000+03:00,14,11,4,0
12441,France,2.0,366,1,173.55,2010-12-08T10:45:00.000+03:00,10,12,4,0
15751,United Kingdom,0.0,460,11,1366.52,2010-09-05T12:44:00.000+03:00,12,9,1,0
13135,United Kingdom,0.0,491,1,275.45,2010-08-05T17:28:00.000+03:00,17,8,5,0
15572,United Kingdom,0.0,4,10,3883.76,2011-12-05T10:09:00.000+03:00,10,12,2,0
